nGrover,r,AngleFrac,Bias,NumSamp,NumEnd
123.0,41.0,0.24390243902439024,6.277717332463333e-05,10000.0,446.0
123.0,41.0,0.2682926829268293,-0.00019839471378778757,10000.0,366.0
123.0,41.0,0.29268292682926833,-0.0004583002596974006,10000.0,117.0
123.0,41.0,0.3170731707317073,-0.0007210948573420362,10000.0,10.0
123.0,41.0,0.34146341463414637,,10000.0,0.0
123.0,41.0,0.36585365853658536,,10000.0,0.0
123.0,41.0,0.3902439024390244,,10000.0,0.0
123.0,41.0,0.41463414634146345,,10000.0,0.0
123.0,41.0,0.43902439024390244,,10000.0,0.0
123.0,41.0,0.4634146341463415,,10000.0,0.0
123.0,41.0,0.4878048780487805,,10000.0,0.0
123.0,41.0,0.5121951219512195,,10000.0,0.0
123.0,41.0,0.5365853658536586,,10000.0,0.0
123.0,41.0,0.5609756097560976,,10000.0,0.0
123.0,41.0,0.5853658536585367,,10000.0,0.0
123.0,41.0,0.6097560975609756,,10000.0,0.0
123.0,41.0,0.6341463414634146,,10000.0,0.0
123.0,41.0,0.6585365853658537,,10000.0,0.0
123.0,41.0,0.6829268292682927,,10000.0,0.0
123.0,41.0,0.7073170731707318,,10000.0,0.0
123.0,41.0,0.7317073170731707,,10000.0,0.0
123.0,41.0,0.7560975609756098,,10000.0,0.0
123.0,41.0,0.7804878048780488,,10000.0,0.0
123.0,41.0,0.8048780487804879,,10000.0,0.0
123.0,41.0,0.8292682926829269,,10000.0,0.0
123.0,41.0,0.8536585365853658,,10000.0,0.0
123.0,41.0,0.8780487804878049,,10000.0,0.0
123.0,41.0,0.9024390243902439,,10000.0,0.0
123.0,41.0,0.926829268292683,,10000.0,0.0
123.0,41.0,0.951219512195122,,10000.0,0.0
123.0,41.0,0.975609756097561,,10000.0,0.0
124.0,41.0,0.024390243902439025,,10000.0,0.0
124.0,41.0,0.04878048780487805,,10000.0,0.0
124.0,41.0,0.07317073170731708,,10000.0,0.0
124.0,41.0,0.0975609756097561,,10000.0,0.0
124.0,41.0,0.12195121951219512,,10000.0,0.0
124.0,41.0,0.14634146341463417,,10000.0,0.0
124.0,41.0,0.17073170731707318,,10000.0,0.0
124.0,41.0,0.1951219512195122,,10000.0,0.0
124.0,41.0,0.21951219512195122,,10000.0,0.0
124.0,41.0,0.24390243902439024,,10000.0,0.0
124.0,41.0,0.2682926829268293,,10000.0,0.0
